Date,Time,Irradiation_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2025-05-14,17:00,488,34.7,36.0,79.86,0.73,63.89,0.61,39.0,0.67
2025-05-14,17:30,345,34.7,35.6,79.97,0.52,63.98,0.43,28.0,0.67
2025-05-14,18:00,250,34.7,35.4,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-14,18:30,250,34.7,35.4,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-15,08:30,250,38.2,38.8,78.96,0.37,63.17,0.31,20.0,0.67
2025-05-15,09:00,250,38.2,38.8,78.96,0.37,63.17,0.31,20.0,0.67
2025-05-15,09:30,359,38.2,39.1,78.88,0.54,63.1,0.45,28.0,0.67
2025-05-15,10:00,510,38.2,39.4,78.76,0.76,63.01,0.64,40.0,0.67
2025-05-15,10:30,651,38.2,39.8,78.65,0.98,62.92,0.82,51.0,0.67
2025-05-15,11:00,816,38.2,40.2,78.52,1.22,62.81,1.02,64.0,0.67
2025-05-15,11:30,886,38.2,40.4,78.46,1.33,62.77,1.11,70.0,0.67
2025-05-15,12:00,973,38.2,40.6,78.39,1.46,62.71,1.22,77.0,0.67
2025-05-15,12:30,1027,38.2,40.7,78.35,1.54,62.68,1.29,81.0,0.67
2025-05-15,13:00,1070,38.2,40.8,78.31,1.61,62.65,1.34,84.0,0.67
2025-05-15,13:30,1148,38.2,41.0,78.25,1.72,62.6,1.44,90.0,0.67
2025-05-15,14:00,1084,38.2,40.9,78.3,1.63,62.64,1.36,85.0,0.67
2025-05-15,14:30,1069,38.2,40.8,78.32,1.6,62.65,1.34,84.0,0.67
2025-05-15,15:00,1009,38.2,40.7,78.36,1.51,62.69,1.27,79.0,0.67
2025-05-15,15:30,928,38.2,40.5,78.43,1.39,62.74,1.17,73.0,0.67
2025-05-15,16:00,806,38.2,40.2,78.52,1.21,62.82,1.01,64.0,0.67
2025-05-15,16:30,632,38.2,39.7,78.66,0.95,62.93,0.79,50.0,0.67
2025-05-15,17:00,518,38.2,39.5,78.75,0.78,63.0,0.65,41.0,0.67
2025-05-15,17:30,313,38.2,38.9,78.91,0.47,63.13,0.39,25.0,0.67
2025-05-15,18:00,250,38.2,38.8,78.96,0.37,63.17,0.31,20.0,0.67
2025-05-15,18:30,250,38.2,38.8,78.96,0.37,63.17,0.31,20.0,0.67
2025-05-16,08:30,250,39.9,40.5,78.41,0.37,62.73,0.31,20.0,0.67
2025-05-16,09:00,250,39.9,40.5,78.41,0.37,62.73,0.31,20.0,0.67
2025-05-16,09:30,337,39.9,40.7,78.34,0.51,62.67,0.42,27.0,0.67
2025-05-16,10:00,536,39.9,41.2,78.18,0.8,62.55,0.67,42.0,0.67
2025-05-16,10:30,642,39.9,41.5,78.1,0.96,62.48,0.81,50.0,0.67
2025-05-16,11:00,792,39.9,41.9,77.98,1.19,62.39,1.0,62.0,0.67
2025-05-16,11:30,867,39.9,42.1,77.92,1.3,62.34,1.09,68.0,0.67
2025-05-16,12:00,1010,39.9,42.4,77.81,1.52,62.25,1.27,79.0,0.67
2025-05-16,12:30,1066,39.9,42.6,77.76,1.6,62.21,1.34,83.0,0.67
2025-05-16,13:00,1140,39.9,42.8,77.71,1.71,62.17,1.43,89.0,0.67
2025-05-16,13:30,1130,39.9,42.7,77.71,1.7,62.17,1.42,88.0,0.67
2025-05-16,14:00,1125,39.9,42.7,77.72,1.69,62.17,1.42,88.0,0.67
2025-05-16,14:30,1043,39.9,42.5,77.78,1.57,62.23,1.31,82.0,0.67
2025-05-16,15:00,1027,39.9,42.5,77.8,1.54,62.24,1.29,80.0,0.67
2025-05-16,15:30,907,39.9,42.2,77.89,1.36,62.31,1.14,71.0,0.67
2025-05-16,16:00,816,39.9,41.9,77.96,1.23,62.37,1.03,64.0,0.67
2025-05-16,16:30,685,39.9,41.6,78.07,1.03,62.45,0.86,54.0,0.67
2025-05-16,17:00,483,39.9,41.1,78.23,0.72,62.58,0.61,38.0,0.67
2025-05-16,17:30,380,39.9,40.9,78.31,0.57,62.65,0.48,30.0,0.67
2025-05-16,18:00,250,39.9,40.5,78.41,0.37,62.73,0.31,20.0,0.67
2025-05-16,18:30,250,39.9,40.5,78.41,0.37,62.73,0.31,20.0,0.67
2025-05-17,08:30,250,41.9,42.5,77.79,0.38,62.23,0.31,20.0,0.67
2025-05-17,09:00,250,41.9,42.5,77.79,0.38,62.23,0.31,20.0,0.67
2025-05-17,09:30,307,41.9,42.6,77.74,0.46,62.19,0.39,24.0,0.67
2025-05-17,10:00,489,41.9,43.1,77.6,0.74,62.08,0.62,38.0,0.67
2025-05-17,10:30,630,41.9,43.4,77.49,0.95,61.99,0.79,49.0,0.67
2025-05-17,11:00,754,41.9,43.8,77.39,1.13,61.91,0.95,59.0,0.67
2025-05-17,11:30,863,41.9,44.0,77.3,1.3,61.84,1.09,67.0,0.67
2025-05-17,12:00,958,41.9,44.3,77.23,1.44,61.78,1.21,75.0,0.67
2025-05-17,12:30,984,41.9,44.3,77.21,1.48,61.77,1.24,77.0,0.67
2025-05-17,13:00,1020,41.9,44.4,77.18,1.54,61.74,1.29,79.0,0.67
2025-05-17,13:30,1023,41.9,44.4,77.18,1.54,61.74,1.29,80.0,0.67
2025-05-17,14:00,1013,41.9,44.4,77.18,1.52,61.75,1.28,79.0,0.67
2025-05-17,14:30,1009,41.9,44.4,77.19,1.52,61.75,1.27,79.0,0.67
2025-05-17,15:00,922,41.9,44.2,77.26,1.39,61.8,1.16,72.0,0.67
2025-05-17,15:30,846,41.9,44.0,77.32,1.27,61.85,1.07,66.0,0.67
2025-05-17,16:00,764,41.9,43.8,77.38,1.15,61.91,0.96,60.0,0.67
2025-05-17,16:30,584,41.9,43.3,77.52,0.88,62.02,0.74,46.0,0.67
2025-05-17,17:00,484,41.9,43.1,77.6,0.73,62.08,0.61,38.0,0.67
2025-05-17,17:30,306,41.9,42.6,77.74,0.46,62.19,0.39,24.0,0.67
2025-05-17,18:00,250,41.9,42.5,77.79,0.38,62.23,0.31,20.0,0.67
2025-05-17,18:30,250,41.9,42.5,77.79,0.38,62.23,0.31,20.0,0.67
2025-05-18,08:30,250,41.8,42.5,77.8,0.38,62.24,0.31,20.0,0.67
2025-05-18,09:00,250,41.8,42.5,77.8,0.38,62.24,0.31,20.0,0.67
2025-05-18,09:30,350,41.8,42.7,77.72,0.53,62.17,0.44,27.0,0.67
2025-05-18,10:00,495,41.8,43.1,77.6,0.74,62.08,0.62,39.0,0.67
2025-05-18,10:30,648,41.8,43.5,77.48,0.98,61.98,0.82,51.0,0.67
2025-05-18,11:00,766,41.8,43.8,77.39,1.15,61.91,0.97,60.0,0.67
2025-05-18,11:30,879,41.8,44.0,77.3,1.32,61.84,1.11,69.0,0.67
2025-05-18,12:00,1023,41.8,44.4,77.18,1.54,61.75,1.29,80.0,0.67
2025-05-18,12:30,1086,41.8,44.6,77.13,1.64,61.71,1.37,85.0,0.67
2025-05-18,13:00,1149,41.8,44.7,77.08,1.73,61.67,1.45,89.0,0.67
2025-05-18,13:30,1124,41.8,44.7,77.1,1.69,61.68,1.42,87.0,0.67
2025-05-18,14:00,1123,41.8,44.7,77.11,1.69,61.68,1.42,87.0,0.67
2025-05-18,14:30,1107,41.8,44.6,77.12,1.67,61.69,1.4,86.0,0.67
2025-05-18,15:00,1045,41.8,44.5,77.17,1.57,61.73,1.32,81.0,0.67
2025-05-18,15:30,955,41.8,44.2,77.24,1.44,61.79,1.2,74.0,0.67
2025-05-18,16:00,797,41.8,43.8,77.36,1.2,61.89,1.0,62.0,0.67
2025-05-18,16:30,632,41.8,43.4,77.49,0.95,61.99,0.8,49.0,0.67
2025-05-18,17:00,553,41.8,43.2,77.56,0.83,62.05,0.7,43.0,0.67
2025-05-18,17:30,359,41.8,42.7,77.71,0.54,62.17,0.45,28.0,0.67
2025-05-18,18:00,250,41.8,42.5,77.8,0.38,62.24,0.31,20.0,0.67
2025-05-18,18:30,250,41.8,42.5,77.8,0.38,62.24,0.31,20.0,0.67
2025-05-19,08:30,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-19,09:00,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-19,09:30,303,33.5,34.2,80.4,0.45,64.32,0.38,24.0,0.67
2025-05-19,10:00,518,33.5,34.8,80.23,0.77,64.18,0.65,42.0,0.67
2025-05-19,10:30,648,33.5,35.1,80.13,0.97,64.1,0.81,52.0,0.67
2025-05-19,11:00,725,33.5,35.3,80.07,1.08,64.05,0.91,58.0,0.67
2025-05-19,11:30,832,33.5,35.6,79.98,1.24,63.99,1.04,67.0,0.67
2025-05-19,12:00,947,33.5,35.9,79.89,1.41,63.91,1.18,76.0,0.67
2025-05-19,12:30,994,33.5,36.0,79.85,1.48,63.88,1.24,79.0,0.67
2025-05-19,13:00,1071,33.5,36.2,79.79,1.6,63.83,1.34,85.0,0.67
2025-05-19,13:30,1035,33.5,36.1,79.82,1.54,63.86,1.29,83.0,0.67
2025-05-19,14:00,1019,33.5,36.0,79.83,1.52,63.87,1.27,81.0,0.67
2025-05-19,14:30,1044,33.5,36.1,79.81,1.56,63.85,1.31,83.0,0.67
2025-05-19,15:00,945,33.5,35.9,79.89,1.41,63.91,1.18,76.0,0.67
2025-05-19,15:30,837,33.5,35.6,79.98,1.25,63.98,1.05,67.0,0.67
2025-05-19,16:00,754,33.5,35.4,80.04,1.13,64.03,0.94,60.0,0.67
2025-05-19,16:30,629,33.5,35.1,80.14,0.94,64.11,0.79,50.0,0.67
2025-05-19,17:00,505,33.5,34.8,80.24,0.75,64.19,0.63,40.0,0.67
2025-05-19,17:30,338,33.5,34.3,80.37,0.5,64.3,0.42,27.0,0.67
2025-05-19,18:00,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-19,18:30,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-20,08:30,250,34.7,35.3,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-20,09:00,250,34.7,35.3,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-20,09:30,314,34.7,35.5,80.0,0.47,64.0,0.39,25.0,0.67
2025-05-20,10:00,537,34.7,36.1,79.82,0.8,63.86,0.67,43.0,0.67
2025-05-20,10:30,643,34.7,36.3,79.74,0.96,63.79,0.8,51.0,0.67
2025-05-20,11:00,771,34.7,36.7,79.64,1.15,63.71,0.96,61.0,0.67
2025-05-20,11:30,889,34.7,36.9,79.55,1.33,63.64,1.11,71.0,0.67
2025-05-20,12:00,977,34.7,37.2,79.48,1.46,63.58,1.22,78.0,0.67
2025-05-20,12:30,1056,34.7,37.4,79.41,1.58,63.53,1.32,84.0,0.67
2025-05-20,13:00,1104,34.7,37.5,79.38,1.65,63.5,1.38,88.0,0.67
2025-05-20,13:30,1087,34.7,37.4,79.39,1.63,63.51,1.36,86.0,0.67
2025-05-20,14:00,1105,34.7,37.5,79.37,1.65,63.5,1.38,88.0,0.67
2025-05-20,14:30,1106,34.7,37.5,79.37,1.65,63.5,1.38,88.0,0.67
2025-05-20,15:00,971,34.7,37.2,79.48,1.45,63.58,1.22,77.0,0.67
2025-05-20,15:30,931,34.7,37.0,79.51,1.39,63.61,1.16,74.0,0.67
2025-05-20,16:00,796,34.7,36.7,79.62,1.19,63.7,1.0,63.0,0.67
2025-05-20,16:30,626,34.7,36.3,79.75,0.94,63.8,0.78,50.0,0.67
2025-05-20,17:00,541,34.7,36.1,79.82,0.81,63.86,0.68,43.0,0.67
2025-05-20,17:30,375,34.7,35.7,79.95,0.56,63.96,0.47,30.0,0.67
2025-05-20,18:00,250,34.7,35.3,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-20,18:30,250,34.7,35.3,80.05,0.37,64.04,0.31,20.0,0.67
2025-05-21,08:30,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-21,09:00,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-21,09:30,328,33.5,34.3,80.38,0.49,64.3,0.41,26.0,0.67
2025-05-21,10:00,458,33.5,34.6,80.28,0.68,64.22,0.57,37.0,0.67
2025-05-21,10:30,636,33.5,35.1,80.14,0.95,64.11,0.79,51.0,0.67
2025-05-21,11:00,730,33.5,35.3,80.06,1.09,64.05,0.91,58.0,0.67
2025-05-21,11:30,902,33.5,35.7,79.93,1.35,63.94,1.13,72.0,0.67
2025-05-21,12:00,977,33.5,35.9,79.87,1.46,63.89,1.22,78.0,0.67
2025-05-21,12:30,1018,33.5,36.0,79.83,1.52,63.87,1.27,81.0,0.67
2025-05-21,13:00,1066,33.5,36.2,79.8,1.59,63.84,1.33,85.0,0.67
2025-05-21,13:30,1092,33.5,36.2,79.78,1.63,63.82,1.37,87.0,0.67
2025-05-21,14:00,1040,33.5,36.1,79.82,1.55,63.85,1.3,83.0,0.67
2025-05-21,14:30,1044,33.5,36.1,79.81,1.56,63.85,1.31,83.0,0.67
2025-05-21,15:00,988,33.5,36.0,79.86,1.47,63.89,1.23,79.0,0.67
2025-05-21,15:30,842,33.5,35.6,79.97,1.26,63.98,1.05,67.0,0.67
2025-05-21,16:00,788,33.5,35.5,80.02,1.18,64.01,0.98,63.0,0.67
2025-05-21,16:30,649,33.5,35.1,80.13,0.97,64.1,0.81,52.0,0.67
2025-05-21,17:00,477,33.5,34.7,80.26,0.71,64.21,0.6,38.0,0.67
2025-05-21,17:30,295,33.5,34.2,80.41,0.44,64.33,0.37,24.0,0.67
2025-05-21,18:00,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-21,18:30,250,33.5,34.1,80.44,0.37,64.35,0.31,20.0,0.67
2025-05-22,08:30,250,37.7,38.4,79.1,0.37,63.28,0.31,20.0,0.67
2025-05-22,09:00,250,37.7,38.4,79.1,0.37,63.28,0.31,20.0,0.67
2025-05-22,09:30,379,37.7,38.7,78.99,0.57,63.19,0.48,30.0,0.67
2025-05-22,10:00,525,37.7,39.1,78.88,0.79,63.1,0.66,42.0,0.67
2025-05-22,10:30,692,37.7,39.5,78.75,1.04,63.0,0.87,55.0,0.67
2025-05-22,11:00,841,37.7,39.8,78.63,1.26,62.9,1.06,66.0,0.67
2025-05-22,11:30,902,37.7,40.0,78.58,1.35,62.86,1.13,71.0,0.67
2025-05-22,12:00,1023,37.7,40.3,78.48,1.53,62.79,1.28,81.0,0.67
2025-05-22,12:30,1126,37.7,40.6,78.4,1.69,62.72,1.41,89.0,0.67
2025-05-22,13:00,1166,37.7,40.7,78.37,1.75,62.7,1.46,92.0,0.67
2025-05-22,13:30,1167,37.7,40.7,78.37,1.75,62.7,1.47,92.0,0.67
2025-05-22,14:00,1097,37.7,40.5,78.42,1.64,62.74,1.38,86.0,0.67
2025-05-22,14:30,1085,37.7,40.5,78.43,1.63,62.75,1.36,86.0,0.67
2025-05-22,15:00,1021,37.7,40.3,78.49,1.53,62.79,1.28,80.0,0.67
2025-05-22,15:30,896,37.7,40.0,78.58,1.34,62.87,1.12,71.0,0.67
2025-05-22,16:00,809,37.7,39.8,78.65,1.21,62.92,1.02,64.0,0.67
2025-05-22,16:30,698,37.7,39.5,78.74,1.05,62.99,0.88,55.0,0.67
2025-05-22,17:00,538,37.7,39.1,78.87,0.81,63.09,0.67,43.0,0.67
2025-05-22,17:30,374,37.7,38.7,79.0,0.56,63.2,0.47,30.0,0.67
2025-05-22,18:00,250,37.7,38.4,79.1,0.37,63.28,0.31,20.0,0.67
2025-05-22,18:30,250,37.7,38.4,79.1,0.37,63.28,0.31,20.0,0.67
2025-05-23,08:30,250,37.1,37.7,79.31,0.37,63.45,0.31,20.0,0.67
2025-05-23,09:00,250,37.1,37.7,79.31,0.37,63.45,0.31,20.0,0.67
2025-05-23,09:30,383,37.1,38.0,79.2,0.57,63.36,0.48,30.0,0.67
2025-05-23,10:00,474,37.1,38.3,79.13,0.71,63.3,0.59,38.0,0.67
2025-05-23,10:30,670,37.1,38.8,78.97,1.0,63.18,0.84,53.0,0.67
2025-05-23,11:00,806,37.1,39.1,78.87,1.21,63.09,1.01,64.0,0.67
2025-05-23,11:30,896,37.1,39.3,78.8,1.34,63.04,1.12,71.0,0.67
2025-05-23,12:00,977,37.1,39.5,78.73,1.46,62.98,1.23,77.0,0.67
2025-05-23,12:30,1042,37.1,39.7,78.68,1.56,62.94,1.31,82.0,0.67
2025-05-23,13:00,1131,37.1,39.9,78.61,1.7,62.89,1.42,89.0,0.67
2025-05-23,13:30,1118,37.1,39.9,78.62,1.68,62.9,1.4,88.0,0.67
2025-05-23,14:00,1139,37.1,39.9,78.6,1.71,62.88,1.43,90.0,0.67
2025-05-23,14:30,1060,37.1,39.7,78.67,1.59,62.93,1.33,84.0,0.67
2025-05-23,15:00,1015,37.1,39.6,78.7,1.52,62.96,1.27,80.0,0.67
2025-05-23,15:30,893,37.1,39.3,78.8,1.34,63.04,1.12,71.0,0.67
2025-05-23,16:00,818,37.1,39.1,78.86,1.22,63.09,1.03,65.0,0.67
2025-05-23,16:30,655,37.1,38.7,78.99,0.98,63.19,0.82,52.0,0.67
2025-05-23,17:00,507,37.1,38.3,79.1,0.76,63.28,0.64,40.0,0.67
2025-05-23,17:30,378,37.1,38.0,79.21,0.57,63.36,0.47,30.0,0.67
2025-05-23,18:00,250,37.1,37.7,79.31,0.37,63.45,0.31,20.0,0.67
2025-05-23,18:30,250,37.1,37.7,79.31,0.37,63.45,0.31,20.0,0.67
2025-05-24,08:30,250,38.0,38.6,79.03,0.37,63.22,0.31,20.0,0.67
2025-05-24,09:00,250,38.0,38.6,79.03,0.37,63.22,0.31,20.0,0.67
2025-05-24,09:30,346,38.0,38.8,78.95,0.52,63.16,0.43,27.0,0.67
2025-05-24,10:00,476,38.0,39.1,78.85,0.71,63.08,0.6,38.0,0.67
2025-05-24,10:30,679,38.0,39.7,78.69,1.02,62.95,0.85,54.0,0.67
2025-05-24,11:00,808,38.0,40.0,78.59,1.21,62.87,1.01,64.0,0.67
2025-05-24,11:30,893,38.0,40.2,78.52,1.34,62.81,1.12,70.0,0.67
2025-05-24,12:00,979,38.0,40.4,78.45,1.47,62.76,1.23,77.0,0.67
2025-05-24,12:30,1029,38.0,40.5,78.41,1.54,62.73,1.29,81.0,0.67
2025-05-24,13:00,1061,38.0,40.6,78.39,1.59,62.71,1.33,84.0,0.67
2025-05-24,13:30,1079,38.0,40.7,78.37,1.62,62.7,1.36,85.0,0.67
2025-05-24,14:00,1092,38.0,40.7,78.36,1.64,62.69,1.37,86.0,0.67
2025-05-24,14:30,1040,38.0,40.6,78.4,1.56,62.72,1.31,82.0,0.67
2025-05-24,15:00,957,38.0,40.3,78.47,1.43,62.77,1.2,75.0,0.67
2025-05-24,15:30,877,38.0,40.2,78.53,1.32,62.82,1.1,69.0,0.67
2025-05-24,16:00,772,38.0,39.9,78.61,1.16,62.89,0.97,61.0,0.67
2025-05-24,16:30,621,38.0,39.5,78.73,0.93,62.99,0.78,49.0,0.67
2025-05-24,17:00,536,38.0,39.3,78.8,0.8,63.04,0.67,42.0,0.67
2025-05-24,17:30,314,38.0,38.7,78.98,0.47,63.18,0.39,25.0,0.67
2025-05-24,18:00,250,38.0,38.6,79.03,0.37,63.22,0.31,20.0,0.67
2025-05-24,18:30,250,38.0,38.6,79.03,0.37,63.22,0.31,20.0,0.67
2025-05-25,08:30,250,34.0,34.7,80.27,0.37,64.22,0.31,20.0,0.67
2025-05-25,09:00,250,34.0,34.7,80.27,0.37,64.22,0.31,20.0,0.67
2025-05-25,09:30,362,34.0,34.9,80.18,0.54,64.15,0.45,29.0,0.67
2025-05-25,10:00,519,34.0,35.3,80.06,0.78,64.05,0.65,42.0,0.67
2025-05-25,10:30,612,34.0,35.6,79.98,0.91,63.99,0.76,49.0,0.67
2025-05-25,11:00,779,34.0,36.0,79.85,1.16,63.88,0.97,62.0,0.67
2025-05-25,11:30,912,34.0,36.3,79.75,1.36,63.8,1.14,73.0,0.67
2025-05-25,12:00,986,34.0,36.5,79.69,1.47,63.75,1.23,79.0,0.67
2025-05-25,12:30,1045,34.0,36.6,79.64,1.56,63.71,1.31,83.0,0.67
2025-05-25,13:00,1131,34.0,36.9,79.57,1.69,63.66,1.42,90.0,0.67
2025-05-25,13:30,1092,34.0,36.8,79.6,1.63,63.68,1.37,87.0,0.67
2025-05-25,14:00,1098,34.0,36.8,79.6,1.64,63.68,1.37,87.0,0.67
2025-05-25,14:30,1050,34.0,36.7,79.64,1.57,63.71,1.31,84.0,0.67
2025-05-25,15:00,984,34.0,36.5,79.69,1.47,63.75,1.23,78.0,0.67
2025-05-25,15:30,915,34.0,36.3,79.74,1.37,63.8,1.14,73.0,0.67
2025-05-25,16:00,745,34.0,35.9,79.88,1.11,63.9,0.93,59.0,0.67
2025-05-25,16:30,688,34.0,35.8,79.92,1.03,63.94,0.86,55.0,0.67
2025-05-25,17:00,529,34.0,35.4,80.05,0.79,64.04,0.66,42.0,0.67
2025-05-25,17:30,366,34.0,34.9,80.18,0.55,64.14,0.46,29.0,0.67
2025-05-25,18:00,250,34.0,34.7,80.27,0.37,64.22,0.31,20.0,0.67
2025-05-25,18:30,250,34.0,34.7,80.27,0.37,64.22,0.31,20.0,0.67
2025-05-26,08:30,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-26,09:00,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-26,09:30,390,37.1,38.1,79.18,0.58,63.34,0.49,31.0,0.67
2025-05-26,10:00,481,37.1,38.3,79.1,0.72,63.28,0.6,38.0,0.67
2025-05-26,10:30,662,37.1,38.8,78.96,0.99,63.17,0.83,52.0,0.67
2025-05-26,11:00,794,37.1,39.1,78.86,1.19,63.09,1.0,63.0,0.67
2025-05-26,11:30,947,37.1,39.5,78.74,1.42,62.99,1.19,75.0,0.67
2025-05-26,12:00,1022,37.1,39.7,78.68,1.53,62.94,1.28,81.0,0.67
2025-05-26,12:30,1059,37.1,39.8,78.65,1.59,62.92,1.33,84.0,0.67
2025-05-26,13:00,1110,37.1,39.9,78.61,1.66,62.89,1.39,88.0,0.67
2025-05-26,13:30,1151,37.1,40.0,78.57,1.73,62.86,1.45,91.0,0.67
2025-05-26,14:00,1100,37.1,39.9,78.61,1.65,62.89,1.38,87.0,0.67
2025-05-26,14:30,1091,37.1,39.9,78.62,1.63,62.9,1.37,86.0,0.67
2025-05-26,15:00,1007,37.1,39.7,78.69,1.51,62.95,1.26,80.0,0.67
2025-05-26,15:30,907,37.1,39.4,78.77,1.36,63.01,1.14,72.0,0.67
2025-05-26,16:00,780,37.1,39.1,78.87,1.17,63.09,0.98,62.0,0.67
2025-05-26,16:30,704,37.1,38.9,78.93,1.05,63.14,0.88,56.0,0.67
2025-05-26,17:00,510,37.1,38.4,79.08,0.76,63.27,0.64,40.0,0.67
2025-05-26,17:30,356,37.1,38.0,79.2,0.53,63.36,0.45,28.0,0.67
2025-05-26,18:00,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-26,18:30,250,37.1,37.8,79.29,0.37,63.43,0.31,20.0,0.67
2025-05-27,08:30,250,34.3,35.0,80.18,0.37,64.14,0.31,20.0,0.67
2025-05-27,09:00,250,34.3,35.0,80.18,0.37,64.14,0.31,20.0,0.67
2025-05-27,09:30,345,34.3,35.2,80.1,0.51,64.08,0.43,28.0,0.67
2025-05-27,10:00,522,34.3,35.6,79.96,0.78,63.97,0.65,42.0,0.67
2025-05-27,10:30,642,34.3,35.9,79.87,0.96,63.89,0.8,51.0,0.67
2025-05-27,11:00,815,34.3,36.4,79.73,1.22,63.78,1.02,65.0,0.67
2025-05-27,11:30,906,34.3,36.6,79.66,1.35,63.73,1.13,72.0,0.67
2025-05-27,12:00,1054,34.3,37.0,79.54,1.57,63.63,1.32,84.0,0.67
2025-05-27,12:30,1046,34.3,36.9,79.55,1.56,63.64,1.31,83.0,0.67
2025-05-27,13:00,1112,34.3,37.1,79.49,1.66,63.6,1.39,88.0,0.67
2025-05-27,13:30,1164,34.3,37.2,79.45,1.74,63.56,1.46,93.0,0.67
2025-05-27,14:00,1089,34.3,37.1,79.51,1.63,63.61,1.36,87.0,0.67
2025-05-27,14:30,1104,34.3,37.1,79.5,1.65,63.6,1.38,88.0,0.67
2025-05-27,15:00,982,34.3,36.8,79.6,1.47,63.68,1.23,78.0,0.67
2025-05-27,15:30,913,34.3,36.6,79.65,1.36,63.72,1.14,73.0,0.67
2025-05-27,16:00,776,34.3,36.3,79.76,1.16,63.81,0.97,62.0,0.67
2025-05-27,16:30,671,34.3,36.0,79.84,1.0,63.87,0.84,54.0,0.67
2025-05-27,17:00,511,34.3,35.6,79.97,0.76,63.98,0.64,41.0,0.67
2025-05-27,17:30,377,34.3,35.3,80.08,0.56,64.06,0.47,30.0,0.67
2025-05-27,18:00,250,34.3,35.0,80.18,0.37,64.14,0.31,20.0,0.67
2025-05-27,18:30,250,34.3,35.0,80.18,0.37,64.14,0.31,20.0,0.67
2025-05-28,08:30,250,36.3,36.9,79.56,0.37,63.65,0.31,20.0,0.67
2025-05-28,09:00,250,36.3,36.9,79.56,0.37,63.65,0.31,20.0,0.67
2025-05-28,09:30,362,36.3,37.2,79.47,0.54,63.58,0.45,29.0,0.67
2025-05-28,10:00,479,36.3,37.5,79.38,0.72,63.5,0.6,38.0,0.67
2025-05-28,10:30,630,36.3,37.8,79.26,0.94,63.41,0.79,50.0,0.67
2025-05-28,11:00,798,36.3,38.3,79.13,1.19,63.3,1.0,63.0,0.67
2025-05-28,11:30,945,36.3,38.6,79.01,1.41,63.21,1.18,75.0,0.67
2025-05-28,12:00,1023,36.3,38.8,78.95,1.53,63.16,1.28,81.0,0.67
2025-05-28,12:30,1064,36.3,38.9,78.92,1.59,63.13,1.33,84.0,0.67
2025-05-28,13:00,1143,36.3,39.1,78.86,1.71,63.08,1.43,90.0,0.67
2025-05-28,13:30,1160,36.3,39.2,78.84,1.74,63.07,1.45,92.0,0.67
2025-05-28,14:00,1100,36.3,39.0,78.89,1.65,63.11,1.38,87.0,0.67
2025-05-28,14:30,1048,36.3,38.9,78.93,1.57,63.14,1.31,83.0,0.67
2025-05-28,15:00,1007,36.3,38.8,78.96,1.51,63.17,1.26,80.0,0.67
2025-05-28,15:30,893,36.3,38.5,79.05,1.34,63.24,1.12,71.0,0.67
2025-05-28,16:00,825,36.3,38.3,79.11,1.23,63.29,1.03,65.0,0.67
2025-05-28,16:30,699,36.3,38.0,79.21,1.05,63.37,0.88,56.0,0.67
2025-05-28,17:00,482,36.3,37.5,79.38,0.72,63.5,0.6,38.0,0.67
2025-05-28,17:30,345,36.3,37.1,79.49,0.52,63.59,0.43,27.0,0.67
2025-05-28,18:00,250,36.3,36.9,79.56,0.37,63.65,0.31,20.0,0.67
2025-05-28,18:30,250,36.3,36.9,79.56,0.37,63.65,0.31,20.0,0.67
2025-05-29,08:30,250,38.2,38.9,78.94,0.37,63.15,0.31,20.0,0.67
2025-05-29,09:00,250,38.2,38.9,78.94,0.37,63.15,0.31,20.0,0.67
2025-05-29,09:30,305,38.2,39.0,78.89,0.46,63.12,0.38,24.0,0.67
2025-05-29,10:00,460,38.2,39.4,78.77,0.69,63.02,0.58,36.0,0.67
2025-05-29,10:30,646,38.2,39.9,78.62,0.97,62.9,0.81,51.0,0.67
2025-05-29,11:00,769,38.2,40.2,78.53,1.15,62.82,0.97,61.0,0.67
2025-05-29,11:30,925,38.2,40.6,78.4,1.39,62.72,1.16,73.0,0.67
2025-05-29,12:00,992,38.2,40.7,78.35,1.49,62.68,1.25,78.0,0.67
2025-05-29,12:30,1013,38.2,40.8,78.33,1.52,62.67,1.27,80.0,0.67
